"STATUS","AG","TL","AE","WT","BH","HL","FL","TT","SK","KL"
"Perished",1,162,247,27.600000381469727,31.799999237060547,.7310000061988831,.718999981880188,1.1130000352859497,.597000002861023,.8690000176429749
"Perished",1,163,246,25.799999237060547,31.399999618530273,.6890000104904175,.6620000004768372,1.0729999542236328,.6039999723434448,.8360000252723694
"Perished",1,161,246,24.899999618530273,30.5,.7390000224113464,.7260000109672546,1.1380000114440918,.5799999833106995,.8029999732971191
"Perished",1,160,242,26,31,.7450000047683716,.7129999995231628,1.1050000190734863,.6000000238418579,.8029999732971191
"Perished",1,162,246,26.5,31.5,.7200000286102295,.6959999799728394,1.0920000076293945,.6060000061988831,.8090000152587891
"Perished",1,160,249,26,31.399999618530273,.7260000109672546,.6890000104904175,1.097000002861023,.6019999980926514,.8500000238418579
"Perished",1,161,250,27.100000381469727,31.600000381469727,.7369999885559082,.7110000252723694,1.1200000047683716,.6309999823570251,.8519999980926514
"Perished",1,162,248,25.100000381469727,31.899999618530273,.7440000176429749,.722000002861023,1.1540000438690186,.5910000205039978,.8389999866485596
"Perished",1,165,252,26,32.29999923706055,.7260000109672546,.7099999785423279,1.1449999809265137,.609000027179718,.8870000243186951
"Perished",1,161,243,25.600000381469727,32.5,.7089999914169312,.7070000171661377,1.121999979019165,.6069999933242798,.8320000171661377
"Perished",1,161,244,25,31.299999237060547,.7020000219345093,.6850000023841858,1.0820000171661377,.5950000286102295,.8740000128746033
"Perished",1,162,248,24.600000381469727,31,.7129999995231628,.699999988079071,1.0859999656677246,.5899999737739563,.8370000123977661
"Perished",1,164,244,25,31.200000762939453,.703000009059906,.6899999976158142,1.0740000009536743,.6079999804496765,.7950000166893005
"Perished",1,158,247,26,32,.7289999723434448,.7099999785423279,1.1449999809265137,.6069999933242798,.8029999732971191
"Perished",1,162,253,28.299999237060547,31.799999237060547,.7519999742507935,.7179999947547913,1.1519999504089355,.6000000238418579,.8569999933242798
"Perished",1,156,239,24.600000381469727,30.5,.6589999794960022,.6579999923706055,1.0420000553131104,.5699999928474426,.8100000023841858
"Perished",1,166,251,27.5,31.5,.7200000286102295,.6909999847412109,1.1180000305175781,.6119999885559082,.847000002861023
"Perished",1,165,253,31,32.400001525878906,.7649999856948853,.75,1.1829999685287476,.6129999756813049,.9049999713897705
"Perished",1,166,250,28.299999237060547,32.400001525878906,.7540000081062317,.7179999947547913,1.1790000200271606,.6069999933242798,.9160000085830688
"Survived",2,156,246,24.600000381469727,32,.7440000176429749,.7350000143051147,1.1670000553131104,.5920000076293945,.8489999771118164
"Survived",2,156,245,25.5,32.099998474121094,.7609999775886536,.7170000076293945,1.1469999551773071,.6200000047683716,.8159999847412109
"Survived",2,163,248,24.799999237060547,32.20000076293945,.7419999837875366,.7329999804496765,1.1649999618530273,.6060000061988831,.8539999723434448
"Survived",2,163,248,26.299999237060547,33,.7360000014305115,.7039999961853027,1.1480000019073486,.609000027179718,.8389999866485596
"Survived",2,160,250,24.399999618530273,31.5,.7459999918937683,.7149999737739563,1.1729999780654907,.6039999723434448,.8930000066757202
"Survived",2,156,237,23.299999237060547,30.600000381469727,.6919999718666077,.6639999747276306,1.0110000371932983,.5879999995231628,.7739999890327454
"Survived",2,162,253,26.700000762939453,32,.7590000033378601,.734000027179718,1.1970000267028809,.6299999952316284,.878000020980835
"Survived",2,163,254,26.399999618530273,32,.765999972820282,.75,1.1649999618530273,.6050000190734863,.8859999775886536
"Survived",2,164,251,26.899999618530273,32,.7549999952316284,.7419999837875366,1.1710000038146973,.6200000047683716,.8859999775886536
"Survived",2,163,244,24.299999237060547,31.299999237060547,.7179999947547913,.6800000071525574,1.0820000171661377,.6100000143051147,.8920000195503235
"Survived",2,160,247,27,31.5,.7639999985694885,.7319999933242798,1.1770000457763672,.6169999837875366,.8460000157356262
"Survived",2,160,250,26.799999237060547,32.5,.7639999985694885,.7289999723434448,1.1230000257492065,.6349999904632568,.8420000076293945
"Survived",2,158,247,24.899999618530273,32.400001525878906,.7450000047683716,.7239999771118164,1.1390000581741333,.5879999995231628,.8650000095367432
"Survived",2,158,249,26.100000381469727,32.20000076293945,.7419999837875366,.7360000014305115,1.1480000019073486,.6019999980926514,.8169999718666077
"Survived",2,158,243,26.600000381469727,32.400001525878906,.746999979019165,.7110000252723694,1.1629999876022339,.6119999885559082,.890999972820282
"Survived",2,155,237,23.299999237060547,30.200000762939453,.6850000023841858,.652999997138977,1.0110000371932983,.5870000123977661,.7940000295639038
"Perished",2,160,249,24,30.399999618530273,.7400000095367432,.7170000076293945,1.1299999952316284,.6200000047683716,.8399999737739563
"Perished",2,156,236,26.799999237060547,30.200000762939453,.6899999976158142,.6710000038146973,1.0670000314712524,.5630000233650208,.8320000171661377
"Perished",2,158,240,23.5,31,.7149999737739563,.7020000219345093,1.1130000352859497,.5950000286102295,.8050000071525574
"Perished",2,166,245,26.899999618530273,31.700000762939453,.7149999737739563,.6949999928474426,1.1069999933242798,.6010000109672546,.847000002861023
"Perished",2,165,255,28.600000381469727,31.5,.765999972820282,.7440000176429749,1.1749999523162842,.6129999756813049,.8539999723434448
"Perished",2,157,238,24.700000762939453,31.200000762939453,.6800000071525574,.6769999861717224,1.156000018119812,.5989999771118164,.7689999938011169
"Perished",2,164,250,27.299999237060547,31.799999237060547,.7639999985694885,.7260000109672546,1.1710000038146973,.5879999995231628,.8600000143051147
"Perished",2,166,256,25.700000762939453,31.700000762939453,.7519999742507935,.7509999871253967,1.187000036239624,.5950000286102295,.8579999804496765
"Perished",2,167,255,29,32.20000076293945,.7649999856948853,.7450000047683716,1.1970000267028809,.6380000114440918,.8550000190734863
"Perished",2,161,246,25,31.5,.7390000224113464,.7070000171661377,1.1230000257492065,.5870000123977661,.8500000238418579
"Perished",2,166,254,27.5,31.399999618530273,.7599999904632568,.7419999837875366,1.1239999532699585,.6039999723434448,.9139999747276306
"Perished",2,161,251,26,31.5,.7310000061988831,.7070000171661377,1.121999979019165,.5889999866485596,.828000009059906
